folio	line_id	locus_type	lang	hand	illus	quire	para_start	para_end	line_words
f77v	f77v.38	P	B	2	B	M	0	0	toldal shedy qokedy qokain dolcheedy rolchedy qokedy
f77v	f77v.39	P	B	2	B	M	0	0	dcheol kchedy soey qokal qokal shedy sholdy qotal dar
f77v	f77v.40	P	B	2	B	M	0	0	qokeey rol chdor cheey qokaiin saiin shedy qokeedy qokam
f77v	f77v.41	P	B	2	B	M	0	0	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy
f77v	f77v.42	P	B	2	B	M	0	1	tcheey qokeey qokal lchedy cheolkaiin okol
f77v	f77v.43	L	B	2	B	M	0	0	saroral
f77v	f77v.44	L	B	2	B	M	0	0	okalo
f77v	f77v.45	L	B	2	B	M	0	0	o?eoedu
f78r	f78r.1	L	B	2	B	M	0	0	okchdldlo
f78r	f78r.2	L	B	2	B	M	0	0	okchdy
f78r	f78r.3	P	B	2	B	M	1	0	tshedor shedy qopchedy qokedy dy qokol oky
f78r	f78r.4	P	B	2	B	M	0	0	qokeedy qokedy shedy tchedy otar olkedy dam
f78r	f78r.5	P	B	2	B	M	0	0	qckhedy cheky dol chedy qokedy qokain olkedy
f78r	f78r.6	P	B	2	B	M	0	0	yteedy qotal dol shedy qokedar chcthey otor dor or
f78r	f78r.7	P	B	2	B	M	0	0	qokal otedy qokedy qokedy dal qokedy qokedy s @176;am
f78r	f78r.8	P	B	2	B	M	0	0	dshedy qokedy okar qokedy shedy ykedy shedy qoky
f78r	f78r.9	P	B	2	B	M	0	0	schedy keedy qokedy chckhd qokain chedy qotedy dy
f78r	f78r.10	P	B	2	B	M	0	0	dshedy deedy qokeedy otedy otal tedy otey oloiin
f78r	f78r.11	P	B	2	B	M	0	0	qoky okeedy sheety qoteedy otey shckhedy sokol or
f78r	f78r.12	P	B	2	B	M	0	0	dor shekedy qokol kechdy otedy ol tedy chckhedy
f78r	f78r.13	P	B	2	B	M	0	0	qokedy ol kedy qokain okedy kedy tol dy qoteedy dy
f78r	f78r.14	P	B	2	B	M	0	0	sor checkhy or chckhdy dol kedy qokededy qokan ol
f78r	f78r.15	P	B	2	B	M	0	0	dchckhedy qokchdy qokedy okedy dal or okeed olkain
f78r	f78r.16	P	B	2	B	M	0	0	qokol oted okain ched ar alory
f78r	f78r.17	P	B	2	B	M	0	0	soiin kar kedy pche'y tchdoltdy
f78r	f78r.18	P	B	2	B	M	0	0	o l chedy qokain dar ar okain
f78r	f78r.19	P	B	2	B	M	0	0	y ches aiin okeedy qokain chl
f78r	f78r.20	P	B	2	B	M	0	0	sol shedy dalshdy qokychdy
f78r	f78r.21	P	B	2	B	M	0	0	lchedy qokain cheeky lokedy
f78r	f78r.22	P	B	2	B	M	0	0	yched qokain daiin chckhdy lr
f78r	f78r.23	P	B	2	B	M	0	0	sain sheor olkchdy roiin okeedy
f78r	f78r.24	P	B	2	B	M	0	0	qokeedy kedy qokeey qokedy olol
f78r	f78r.25	P	B	2	B	M	0	0	sokeedy keol lorain olkeey raiin
f78r	f78r.26	P	B	2	B	M	0	0	sol shey kary or shedy qeedar ain anl
f78r	f78r.27	P	B	2	B	M	0	1	daiin chckhal daiil aldy
f78r	f78r.28	P	B	2	B	M	1	0	@176;orain ol qokeedy kchol tchal olkee yfchey ofchedy taly
f78r	f78r.29	P	B	2	B	M	0	0	ssheky ol kedy chckhy dain oty qokor oky dain chy ol
f78r	f78r.30	P	B	2	B	M	0	0	qokeedy qokey daiin olkain dal chedy ololdal chchty tedy
f78r	f78r.31	P	B	2	B	M	0	0	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy
f78r	f78r.32	P	B	2	B	M	0	0	qokedy ckhdy qokain chedy dalky lkain ykeedy okaly dy
f78r	f78r.33	P	B	2	B	M	0	0	ytedy daiin ykedy y olsheey qokeey okal ol keedy dyky
f78r	f78r.34	P	B	2	B	M	0	0	dshedy qokeedy qopchedy qokaly dar okaiin o keeal am
f78r	f78r.35	P	B	2	B	M	0	0	y sain checkhy qokain cheeky daiin daiin y tees ol y
f78r	f78r.36	P	B	2	B	M	0	0	qotchedy lchedy lchedykedy qolsaiin ckhain or
f78r	f78r.37	P	B	2	B	M	0	0	osal ol s aiin shee' aiin oly
f78r	f78r.38	P	B	2	B	M	0	0	sar aiin oteedy ol aiin chedy
f78r	f78r.39	P	B	2	B	M	0	0	qotaiin qokaiin otedy l keedy
f78r	f78r.40	P	B	2	B	M	0	0	shedy qol shedy qokaiin d @206;ol
f78r	f78r.41	P	B	2	B	M	0	0	ykain chdar chedy qokain dy
f78r	f78r.42	P	B	2	B	M	0	0	dain chfaiin opaly kotaly
f78r	f78r.43	P	B	2	B	M	0	1	lchedy pchedy qokaiin dar
f78r	f78r.44	L	B	2	B	M	0	0	dar aloy
f78r	f78r.45	L	B	2	B	M	0	0	dchedaly
f78r	f78r.46	L	B	2	B	M	0	0	otarodla'yorory
f78r	f78r.47	L	B	2	B	M	0	0	okaral
f78v	f78v.1	P	B	2	B	M	1	0	@177;ykedy olfchedy qokedy spchy chedy rol dor ofchedy qokedy
f78v	f78v.2	P	B	2	B	M	0	0	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal
f78v	f78v.3	P	B	2	B	M	0	0	qokedy chety qolshedy okedy dol eesolchey qotedy ol dam
f78v	f78v.4	P	B	2	B	M	0	0	ol chy lshdy lcheckhy ol keedy lcheckhey l olkedykain ol
f78v	f78v.5	P	B	2	B	M	0	0	qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy
f78v	f78v.6	P	B	2	B	M	0	0	ety okeey or eey ykeey lchey qokain okedy qokedy qol
f78v	f78v.7	P	B	2	B	M	0	0	otor y shedy otedy shedy qokeedy qokedy otar otedy
f78v	f78v.8	P	B	2	B	M	0	0	qokedy otedy qokain oteedy qokeedy dar okedy dkedy dain
f78v	f78v.9	P	B	2	B	M	0	0	y cheolk o lkeedy qokedy ol chedol okeedy qotedy rorarol
f78v	f78v.10	P	B	2	B	M	0	0	dshedy qokedy or shedy pchedy qoke@166;dy okedy opchedy
f78v	f78v.11	P	B	2	B	M	0	0	qol chedy qol okeey ykal ol chdy qokain chcthy daiin
f78v	f78v.12	P	B	2	B	M	0	0	sheor ol qokaiin shckhy otaly qolsheey qokal sain
f78v	f78v.13	P	B	2	B	M	0	0	dchokol chedy qokedy qokey qol chedy qokeedy lchey
f78v	f78v.14	P	B	2	B	M	0	0	qolkeshdy qol shedy olkedy okol chedy qokain dal
f78v	f78v.15	P	B	2	B	M	0	0	cheey qolchedy qokey or cheef chckhey tedy qokedy ls
f78v	f78v.16	P	B	2	B	M	0	0	lshey r shedy d qokedy okey lchedy qokdy daiin oly
f78v	f78v.17	P	B	2	B	M	0	0	qol sheedy qol lcheol lchdy dchdy da qar olkal dy
f78v	f78v.18	P	B	2	B	M	0	0	chedy shckhy qokedy dal lshckhy qol qol oteedy qor
f78v	f78v.19	P	B	2	B	M	0	1	lchedy ol chedar shedy lor shedaldy orain
f78v	f78v.20	P	B	2	B	M	1	0	qofcheol opchedy qokain op chedy lchey cphar ol okalor
f78v	f78v.21	P	B	2	B	M	0	0	chedy lshedy olshedy otaiin ol qokar shedy yteedy
f78v	f78v.22	P	B	2	B	M	0	0	okol shey ol shedy okal okchey okeol ol chedy qol
f78v	f78v.23	P	B	2	B	M	0	0	qol chedy okeshy qoteedy okeedy ol shedy qokedy dy
f78v	f78v.24	P	B	2	B	M	0	0	ytaiin shedy ol sheedy olshdy shey kshdy shol kedy
f78v	f78v.25	P	B	2	B	M	0	0	teeol olkeshey qolcheol ol or sheckhedyor ol sham
f78v	f78v.26	P	B	2	B	M	0	0	qokaiin or sheedy otain ol shedy sol fchedy otaldy
f78v	f78v.27	P	B	2	B	M	0	0	lol kar shr r ol ols sheey ol chedy oltar olkaiin
f78v	f78v.28	P	B	2	B	M	0	0	olkain shey qokey okar ol oteedy chcthy los aiin d
f78v	f78v.29	P	B	2	B	M	0	0	lchedy otchey qol chedy lr al s aiiin ol shedy ary
f78v	f78v.30	P	B	2	B	M	0	0	sal shol sain sheety or oiiin okal oltal qokar ary
f78v	f78v.31	P	B	2	B	M	0	0	sor ar or dchor otaiin otain ytedy olshdy sholkal
f78v	f78v.32	P	B	2	B	M	0	1	lol cheor sheol dy qokar otalor
f79r	f79r.1	P	B	2	B	M	1	0	torain shedy pchor or shek otarpchdy opcholor otal shedy
f79r	f79r.2	P	B	2	B	M	0	0	qoteedy lshdy otchedy olshey olshee qol sheey qoteey loly
f79r	f79r.3	P	B	2	B	M	0	0	yshealdy rshedy qoteedy chckhey qo y chey lchey qokeey rchedy
f79r	f79r.4	P	B	2	B	M	0	0	teey dar qotar sheds sheekeey qokeey okey qolshy olchey qoky ol
f79r	f79r.5	P	B	2	B	M	0	0	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy
f79r	f79r.6	P	B	2	B	M	0	1	shol okar ol olkeey qokey sain olcheey qol chey
f79r	f79r.7	P	B	2	B	M	1	0	polchedy qokar shey qokl ol cheey qokain chey qoty qokar
f79r	f79r.8	P	B	2	B	M	0	0	qokol cheedy qokal shed ykchedy chcthy yoky qokal cholo
f79r	f79r.9	P	B	2	B	M	0	0	saiin shedy psheedy qokar sheol qolchey qoty qokal qokam
f79r	f79r.10	P	B	2	B	M	0	0	qokshedy qokain cheor okol sheeol qotey choty otechys
f79r	f79r.11	P	B	2	B	M	0	0	shoy chedy tshey dshdy otchar shek chcthy otal ory
f79r	f79r.12	P	B	2	B	M	0	1	qokchy qotchey ldain shedy qotaiin sal
f79r	f79r.13	P	B	2	B	M	1	0	pshorol shckhy qotshdy qokaldy opchedy qotar or aiin ol
f79r	f79r.14	P	B	2	B	M	0	0	saral qokain checkhy qotal qol cheey chey dain chedy qol
f79r	f79r.15	P	B	2	B	M	0	0	qokl shey qokal chedy okol dyty r aiin ol sheol lchey
f79r	f79r.16	P	B	2	B	M	0	0	shain shckhy qoly kshedy otal sheey qokain shey qokam
f79r	f79r.17	P	B	2	B	M	0	0	qokaiin shy lsheey ls air or aror otaiin ches olol ol
f79r	f79r.18	P	B	2	B	M	0	0	solor olshey qokaiin chey qokain otain otain otal ol dam
f79r	f79r.19	P	B	2	B	M	0	0	sol cheey chol sain oral shey qokain sheyky shoty oly
f79r	f79r.20	P	B	2	B	M	0	1	y shal y chedar oy scthey tal chear
f79r	f79r.21	P	B	2	B	M	1	0	pol shar sharpchey otshey okaos aiin okshey dalkeeeyry
f79r	f79r.22	P	B	2	B	M	0	0	lchey dal sheedy efchedy otain shey qofchey ol dorchedchey
f79r	f79r.23	P	B	2	B	M	0	0	das shear qotaiin ol lkain otchedy or olkl o tshedy otory
f79r	f79r.24	P	B	2	B	M	0	0	qokshedy qolkeey qolkeedy qokedy otain otchey okain y
f79r	f79r.25	P	B	2	B	M	0	1	cholchey qotshy qol shey qokar shedy oteey chcthy
f79r	f79r.26	P	B	2	B	M	1	0	polaiin olteedy qotchey dykeedy qokchdy opchedy shol ory
f79r	f79r.27	P	B	2	B	M	0	0	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky
f79r	f79r.28	P	B	2	B	M	0	0	y dolsheey qokain o dain yteey chyteey otoldy lchey
f79r	f79r.29	P	B	2	B	M	0	0	lcheey qochey qody qokal olor okchd dchol dchy oly
f79r	f79r.30	P	B	2	B	M	0	1	y shedy qotal ysheey olor
f79r	f79r.31	P	B	2	B	M	1	0	polshey oltshedy sheol ykeey okeey cheor sheedy ol
f79r	f79r.32	P	B	2	B	M	0	0	sol cheedy qoteedy okaiin ol olaiin shey daiin ch?y ol
f79r	f79r.33	P	B	2	B	M	0	0	daiin shedy qotshedy oteeedy oteedy chey qokain ol
f79r	f79r.34	P	B	2	B	M	0	1	lcheol kchedy qotas sheey teol oteedy
f79r	f79r.35	P	B	2	B	M	1	0	polchedy shedy qoteedy qotain ody chckhes otal
f79r	f79r.36	P	B	2	B	M	0	0	sol sheeol ol cheey os sheky sheol or shear oly
f79r	f79r.37	P	B	2	B	M	0	0	lcheol ol ol sheey olsheey sholkeey okchey dain
f79r	f79r.38	P	B	2	B	M	0	1	pol olkeeey sheol qokeey
f79r	f79r.39	P	B	2	B	M	1	0	polkeey qokol otshdy olky orkor sheedy olkal
f79r	f79r.40	P	B	2	B	M	0	0	y shedy qokched oltchey otchotar ol okaiin chckhy
f79r	f79r.41	P	B	2	B	M	0	0	qokain shedy qotain oteedy chkain ol ol chedy oly
f79r	f79r.42	P	B	2	B	M	0	0	sain okaio chedy lkchedy aiin okain oly cheedy
f79r	f79r.43	P	B	2	B	M	0	0	y shey qokain cheol qoky daiin chkag ar cheedy ldy
f79r	f79r.44	P	B	2	B	M	0	1	ody aran okeey dar cheory
f79v	f79v.1	P	B	2	B	M	1	0	poldshedy olkory qotolol otaldy ytedol or olorol
f79v	f79v.2	P	B	2	B	M	0	0	qoteedy qokchey qoty lshey qokain shey qorchedy
f79v	f79v.3	P	B	2	B	M	0	0	dolsheol okchy qokain sheedy qokshedy qokeedy otaram
f79v	f79v.4	P	B	2	B	M	0	0	qokeedy qokeedy qotain sol chedy rchey qoky lchedy
f79v	f79v.5	P	B	2	B	M	0	0	qolkeedy qokedy qotal saiin ory qokedy oteedy lcheam
f79v	f79v.6	P	B	2	B	M	0	0	ycheckhey r ain chedy qokain chedy ol shedy dar ytam
f79v	f79v.7	P	B	2	B	M	0	0	qokshey qokeedy qol kedy qokeedy qokain solchedy
f79v	f79v.8	P	B	2	B	M	0	0	ychedy qotey okedy tedyol sheedy qokeey qoteedy lol
f79v	f79v.9	P	B	2	B	M	0	1	sar ol sheey qokeedy qokechey qol
f79v	f79v.10	P	B	2	B	M	1	0	pchedy lsheckhedy qokeey qokaiin olky opchedy pchedy
f79v	f79v.11	P	B	2	B	M	0	1	olcheey lchedy qolkeedy qokain chckhy otar olkam
f79v	f79v.12	P	B	2	B	M	1	0	pshdy ofchdy qokedy qoteedy qokedy qoltedy qotedy oky
f79v	f79v.13	P	B	2	B	M	0	0	dain ar olshey dytain qokain checthy okeedy qokeedy ror
f79v	f79v.14	P	B	2	B	M	0	0	qokeey qokedy okeey qokol sheedy qokeedy rolchey qokeedy
f79v	f79v.15	P	B	2	B	M	0	0	yteedy qokeedy qokain olkeey cheokain dy teey qokain
f79v	f79v.16	P	B	2	B	M	0	0	dol sheey qol olkshey qokeedy olkeedy qol okaiin oly
f79v	f79v.17	P	B	2	B	M	0	0	qol sheey chol ol dar qokaiin cheekey qoky otain oram
f79v	f79v.18	P	B	2	B	M	0	0	qokain sheey qokeey teey oteey lcheey qokeey olkeedy rchey
f79v	f79v.19	P	B	2	B	M	0	0	ykail shy qolar shey qokedy qokedy qokedy dar olkain cham
f79v	f79v.20	P	B	2	B	M	0	0	dchedy lchey qety shedy okain ykees olkey oty shey qoly
f79v	f79v.21	P	B	2	B	M	0	0	dshey qokal sheedy sheky orain otshdy dain cther aror
f79v	f79v.22	P	B	2	B	M	0	1	tshey ykeey r ch ?ain oroiiin
f79v	f79v.23	P	B	2	B	M	1	0	tolkey okar ol okaiin otylor qokol okeedy dalary
f79v	f79v.24	P	B	2	B	M	0	0	ycheear o oiin oeedy qotain chedy qokeey oteey qokeey lol
f79v	f79v.25	P	B	2	B	M	0	0	qokeey ol olshdy qotain oteedy olkain otshey sain ol
f79v	f79v.26	P	B	2	B	M	0	0	ykeedy okaiin dykaiin otedy dkeey tar ol otol oiiiny
f79v	f79v.27	P	B	2	B	M	0	1	odchey kar akain opar otain olkey
f79v	f79v.28	P	B	2	B	M	1	0	pchey ksheol qokain ofchedy otalshdy olkair otaiin okeedy
f79v	f79v.29	P	B	2	B	M	0	0	dain sheyteedy lky opchedy qotedy otey tal dain oteey oty
f79v	f79v.30	P	B	2	B	M	0	0	qokain sheeky okar okey qokey tedy skain oteedy qoky
f79v	f79v.31	P	B	2	B	M	0	0	yshees aiin o ykeedy qokeedy qokar oteedy roltain
f79v	f79v.32	P	B	2	B	M	0	1	olkeey ol or ocheey ol ol o keeedy checkhy aror
f79v	f79v.33	P	B	2	B	M	1	0	por ar or yteey teey okar oshey qoky chey okeey ldy oral
f79v	f79v.34	P	B	2	B	M	0	0	ykeeey qokeey lshey qoky tchedy orsheedy otain sheor oly
f79v	f79v.35	P	B	2	B	M	0	0	qor cheey kain chl ol otol dain otain ol oteedy qokan
f79v	f79v.36	P	B	2	B	M	0	1	ysheey ol shey oltshsey sheepshey
f79v	f79v.37	P	B	2	B	M	1	0	pol ol shal kain okeey lkeey qokal otchsdy okeshdy
f79v	f79v.38	P	B	2	B	M	0	0	olkeeey qokeey okeedy shedy qokeey okain sheckhdy dag
f79v	f79v.39	P	B	2	B	M	0	0	qokeedy ykeey sheey or or aiin yefaiin chy dor yty
f79v	f79v.40	P	B	2	B	M	0	0	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol
f79v	f79v.41	P	B	2	B	M	0	0	yshedy qokeey okain ol keey daldy chedy raiin orain
f79v	f79v.42	P	B	2	B	M	0	1	okchedy qokain sheky chedy ol ain y daral
f80r	f80r.1	L	B	2	B	M	0	0	toroly
f80r	f80r.2	L	B	2	B	M	0	0	olchdy
f80r	f80r.3	L	B	2	B	M	0	0	okaly
f80r	f80r.4	L	B	2	B	M	0	0	okolo
f80r	f80r.5	L	B	2	B	M	0	0	okary
f80r	f80r.6	L	B	2	B	M	0	0	opor
f80r	f80r.8	L	B	2	B	M	0	0	otalshedy
f80r	f80r.10	L	B	2	B	M	0	0	okan
f80r	f80r.11	P	B	2	B	M	1	0	pdol fshedy polkain octhor okchdy qokeedy qopcheololkoiin y darshey
f80r	f80r.12	P	B	2	B	M	0	0	dykshy ol otchedy qokain qotain chckhey qokain okal qotain okedy qo l r
f80r	f80r.13	P	B	2	B	M	0	0	tchedy qotair cheol qokal qokal cheety qokaiin qokar qokain chedy qokam
f80r	f80r.14	P	B	2	B	M	0	0	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal
f80r	f80r.15	P	B	2	B	M	0	0	qokedy qokeedy checkhy olchedy qokain chey qokechckhy otar cheoltain sy
f80r	f80r.16	P	B	2	B	M	0	0	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty
f80r	f80r.17	P	B	2	B	M	0	0	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da?
f80r	f80r.18	P	B	2	B	M	0	0	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam
f80r	f80r.19	P	B	2	B	M	0	0	dcheol shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky
f80r	f80r.20	P	B	2	B	M	0	0	qoteedy keey qokain chckhy qoty dalched otain shedy qokair shey dalom
f80r	f80r.21	P	B	2	B	M	0	0	shedy qokey shckhey qotar chckhy otol teol sheol qotal oltain chcthy
f80r	f80r.22	P	B	2	B	M	0	0	qokeedy qol shecthy qokalkeol qoky qokal shedy sal olkain shey qokl
f80r	f80r.23	P	B	2	B	M	0	0	yshey l shey kaiin lor aiiin shcthy pchey ty ol keedy tar oky lar
f80r	f80r.24	P	B	2	B	M	0	0	lol chey rchy r ol dain oty qoty otalor sheckhy olkeey ral chedyor
f80r	f80r.25	P	B	2	B	M	0	0	dar sheal cheeky okain sol lshedy dol checthy orol eeesal olo teol ory
f80r	f80r.26	P	B	2	B	M	0	0	lchol dar shecthy otedy qol olcheedy opcheeky qotchy qokaiin otair olky
f80r	f80r.27	P	B	2	B	M	0	1	lol shar otaiin olkaiin ol olkain oraiin olor checthy olor
f80r	f80r.28	P	B	2	B	M	1	0	pcheolkal dal korchy qotey qoty rchedy qokal olkolshedy chty
f80r	f80r.29	P	B	2	B	M	0	0	okchey qoky chedy qokain shedy qol sheey qokal dar ary
f80r	f80r.30	P	B	2	B	M	0	0	dshedy qokal chcthy qokain shedy okaiin shey dainol
f80r	f80r.31	P	B	2	B	M	0	0	qokal checthy sol chey okalol okaly qokeedy oly
f80r	f80r.32	P	B	2	B	M	0	0	solchey qoky r cheykain sheckhy qokain okain ol
f80r	f80r.33	P	B	2	B	M	0	1	solchey qokeey lkar otal olkeey okain shecthy ol
f80r	f80r.34	P	B	2	B	M	1	0	ey rcheky shepchedy qokar ol qockhey olchey qokedy koroiin y
f80r	f80r.35	P	B	2	B	M	0	0	olkeey l sheol qokeey shedy qol shedy qokain shey qoty qokain qokady
f80r	f80r.36	P	B	2	B	M	0	0	qokeey rchey tain oteey qokain shekaiin sheckhy qolshey qokain ol lom
f80r	f80r.37	P	B	2	B	M	0	0	sol olkeeey otar orchey qokeey ltalor olor qokaiin ol shey qotor alom
f80r	f80r.38	P	B	2	B	M	0	0	sor olky qoty ty tor sheyky t otol opchedy qokain sheky qokain ol
f80r	f80r.39	P	B	2	B	M	0	1	qokeedy qokail oteey otain shedy ykeey rar alshees
f80r	f80r.40	P	B	2	B	M	1	0	torolshsdy opchey shepchy qotain shcthy qokedy daly
f80r	f80r.41	P	B	2	B	M	0	0	tolkain otal chedy qokar ol shedy checkhy or oly
f80r	f80r.42	P	B	2	B	M	0	0	y cheeytal checthy qokain qokain checthy qokain ol
f80r	f80r.43	P	B	2	B	M	0	0	sor sheckhy qokar checkhy okain sheckhy qokeey ly
f80r	f80r.44	P	B	2	B	M	0	0	qokain shckhy qokolkain chedy qokain checthy lor
f80r	f80r.45	P	B	2	B	M	0	0	okain shedy qokan chedy qotain cheky lteey lolom
f80r	f80r.46	P	B	2	B	M	0	1	qokain cheey olkain shedy qokain orol s
f80r	f80r.47	P	B	2	B	M	1	0	polchy efaloir okain okaiin cheey kaiin ylor olkeey qokal
f80r	f80r.48	P	B	2	B	M	0	0	sal shy loiin cheey qotl shety sheoky qokaiin cheey ram
f80r	f80r.49	P	B	2	B	M	0	0	tiiin chey ral kar chey lkl ol shees okaiin olky oklor
f80r	f80r.50	P	B	2	B	M	0	0	lol chey saiin shety okaiiin sheor tchey lkaiin okainy
f80r	f80r.51	P	B	2	B	M	0	0	talkl ol s al cheoly daiin otaly otain chey lkain olom
f80r	f80r.52	P	B	2	B	M	0	0	sol tl shey qoklcheey lkaiin ol olor aiin y daiin cheol kain
f80r	f80r.53	P	B	2	B	M	0	1	lol eey lchey qokal cheol lchor otlol
f80v	f80v.1	P	B	2	B	M	1	0	pchedy dolfchedy qokeedy qotedy qotolfchedy roly
f80v	f80v.2	P	B	2	B	M	0	0	tshedy qotedy olkain otal chckhy qoky daiin doly
f80v	f80v.3	P	B	2	B	M	0	0	schedy qolchedy qokaiin chcthy otaiin sheeky qol
f80v	f80v.4	P	B	2	B	M	0	0	qokedy qokar qokain chedy qol qol shey qoly
f80v	f80v.5	P	B	2	B	M	0	0	okeedy chedy olkeedy oy qokaiin shckhy qotain ol
f80v	f80v.6	P	B	2	B	M	0	1	tcheol kedy pcheol kain shedy qokaiin otey qokedy chedy
f80v	f80v.7	P	B	2	B	M	1	0	polshol tchey qokol shedy qotshey saly kchey stolpchy
f80v	f80v.8	P	B	2	B	M	0	0	olteedy qokaiin shedy qokain sheol qokchdy qokchdy qoty dy
f80v	f80v.9	P	B	2	B	M	0	0	tchdy qol tol tal taldain chckhy qokal dol checthy qokal ly
f80v	f80v.10	P	B	2	B	M	0	0	sol sheey qokaiin shcthy dolshedy qokal shecthy qotainol
f80v	f80v.11	P	B	2	B	M	0	0	tol sheedy qokar olky rorcheey sheckhy qotain chedy rol
f80v	f80v.12	P	B	2	B	M	0	0	ycheol kain shey qokain chedy qokol olkain shy l
f80v	f80v.13	P	B	2	B	M	0	1	lor ar ol olor chey koldy
f80v	f80v.14	P	B	2	B	M	1	0	tshedy qokain shedy qokas otal qopshedy qoty lchedy qopalor
f80v	f80v.15	P	B	2	B	M	0	0	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol dal
f80v	f80v.16	P	B	2	B	M	0	0	cheol key qotar dy qotal dy keedy qokain oty loldy tal
f80v	f80v.17	P	B	2	B	M	0	0	solcheol qokaiin shecthy qokal cheol dy qotlolkal chedyr
f80v	f80v.18	P	B	2	B	M	0	1	ychedy qol okaiin olkedy or okain
f80v	f80v.19	P	B	2	B	M	1	0	psheoldy dkshey qokopy ror opor olpoy oltydy
f80v	f80v.20	P	B	2	B	M	0	0	ysheeyqorar ol cheey daiin shey qokaiin ol okaiin
f80v	f80v.21	P	B	2	B	M	0	0	tar kain okal y rchey qokal olor aiin okal otam
f80v	f80v.22	P	B	2	B	M	0	1	dchedy qokal ol chey dal or shedy lshedy
f80v	f80v.23	P	B	2	B	M	1	0	polteshol opy shey qopshedy qoteedy qotol shy kolshd qoky
f80v	f80v.24	P	B	2	B	M	0	0	yshedy qokeey qokey qoty qotol otaiin ol chedy qoky daiin
f80v	f80v.25	P	B	2	B	M	0	0	lshedy qoty olol cheey qokain okalchy tal or checthy sar
f80v	f80v.26	P	B	2	B	M	0	1	qoty cheyqytaiin chey lchedy shedy olchey
f80v	f80v.27	P	B	2	B	M	1	0	pshol kain olkar shey qokain dal oltaiin okain shal qoty
f80v	f80v.28	P	B	2	B	M	0	0	olcheol qokain or al chain qokain ol kaiin okeedy qokey ly
f80v	f80v.29	P	B	2	B	M	0	1	qokain olkain olkain ol keeol
f80v	f80v.30	P	B	2	B	M	1	0	pol or olkain oy qokaiin okain okar shey qolky
f80v	f80v.31	P	B	2	B	M	0	0	qol ol oiin olkain ol chedy qokain olshey qokain
f80v	f80v.32	P	B	2	B	M	0	0	s olkain shol kair or arolkeedy olky qolkain shedy
f80v	f80v.33	P	B	2	B	M	0	0	qokeedy qoker olkain olshedy qokey qokeey tchcthy lom
f80v	f80v.34	P	B	2	B	M	0	0	dol sheyr shey olshey cthor ylchdy olkain shcthy qoly
f80v	f80v.35	P	B	2	B	M	0	0	tol oltain olkar y qol qol kain okiin ol kain shey ldy
f80v	f80v.36	P	B	2	B	M	0	0	soin okain sheor ol shey daly olshedy olal shedy lchy
f80v	f80v.37	P	B	2	B	M	0	1	polshdy qokeedy shky ololchey
f80v	f80v.38	P	B	2	B	M	1	0	polkedy lsheckhy olky ot olkchy rchey qcthy rchey ral
f80v	f80v.39	P	B	2	B	M	0	0	sol aiin chey qokain ches ol chckhy qokeedy tchdy aral
f80v	f80v.40	P	B	2	B	M	0	0	qokain ol cheeor olar chey tchar ol chedy qotal olchedy
f80v	f80v.41	P	B	2	B	M	0	0	tor arol ar shckhy lkol otol chedy qokain chckhy qokal
f80v	f80v.42	P	B	2	B	M	0	0	pol ol aiin olkal shar shedy qokol chdy ldol dar al
f80v	f80v.43	P	B	2	B	M	0	0	sor ain shkain shar okshey dalar shokal dy
f80v	f80v.44	P	B	2	B	M	0	1	qokal orol
f81r	f81r.1	P	B	2	B	M	1	0	polchoy qokedy shol opchedy olpchedy ofshdy oly
f81r	f81r.2	P	B	2	B	M	0	0	dchey lshl alched qokol chol otar chedy oky
f81r	f81r.3	P	B	2	B	M	0	0	qotey l chees olkal ol chedy okar shedy
f81r	f81r.4	P	B	2	B	M	0	0	dchedy qokain ol ol chcthy ykeedy al
f81r	f81r.5	P	B	2	B	M	0	0	qol cheol okeey ol ol olaiin ol or ain
f81r	f81r.6	P	B	2	B	M	0	0	sar ol eses oteey shor qokeey ol
f81r	f81r.7	P	B	2	B	M	0	0	dshees okain chcthy otey okain
f81r	f81r.8	P	B	2	B	M	0	0	pchedy qokeey oty qotey oteey oly
f81r	f81r.9	P	B	2	B	M	0	0	qoteesy qotedy qokeedy chcphey
f81r	f81r.10	P	B	2	B	M	0	0	chol dain otedy cheey qotain ly
f81r	f81r.11	P	B	2	B	M	0	0	olsheol olkedy sheckhedy oltedy
f81r	f81r.12	P	B	2	B	M	0	0	ychedy tedy ol sheedy qokeey loly
f81r	f81r.13	P	B	2	B	M	0	0	dchol shedy qotedy qol chedy chetyry
